patient_id,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-002679,WILL-2,WILL2,WILL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,,,ascites,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),63,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-002680,170-MG-BA,170MGBA,170MGBA_CENTRAL_NERVOUS_SYSTEM,,,Female,DSMZ,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,74,,,central_nervous_system,glioma,glioblastoma,
ACH-002681,538-MG-BA,538MGBA,538MGBA_CENTRAL_NERVOUS_SYSTEM,,,Male,DSMZ,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,49,,,central_nervous_system,glioma,glioblastoma,
ACH-002682,BLN-3,BLN3,BLN3_CENTRAL_NERVOUS_SYSTEM,,,Female,DSMZ,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002687,WM3772F,WM3772F,WM3772F_EYE,,,Female,"Rockland Immunochemicals, Inc.",1.0,-3.298112992834826,Adherent,RPMI1640 with 20% heat inactivated fetal bovine serum (FBS),75.0,,,lung,Metastasis,Eye Cancer,Uveal Melanoma,,,,eye,uveal_melanoma,,
ACH-002688,PSS141,PSS141,PSS141_BONE,,,Male,Academic lab,,,,,,,,bone,Primary,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-002689,PSS050,PSS050,PSS050_BONE,,,Female,Academic lab,,,,,,,,bone,Metastasis,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-002690,PSS112,PSS112,PSS112_BONE,,,Male,Academic lab,,,,,,,,bone,Primary,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-002691,ST88-14,ST8814,ST8814_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,,Unknown,,Sarcoma,MPNST,,,,peripheral_nervous_system,MPNST,,NF1
ACH-002692,90-8TL,908TL,908TL_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,,Unknown,,Sarcoma,MPNST,,,,peripheral_nervous_system,MPNST,,NF1
ACH-002693,S462,S462,S462_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,,Unknown,,Sarcoma,MPNST,,,,peripheral_nervous_system,MPNST,,NF1
ACH-002694,sNF96.2,SNF962,SNF962_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,,Unknown,,Sarcoma,MPNST,,,,peripheral_nervous_system,MPNST,,NF1
ACH-002695,STS26T,STS26T,STS26T_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,,Unknown,,Sarcoma,MPNST,,,,peripheral_nervous_system,MPNST,,
ACH-002696,CCLF_NEURO_0029_T,CCLFNEURO0029T,CCLFNEURO0029T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002697,CCLF_NEURO_0045_T,CCLFNEURO0045T,CCLFNEURO0045T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002698,CCLF_NEURO_0038_T,CCLFNEURO0038T,CCLFNEURO0038T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002699,CCLF_NEURO_0025_T,CCLFNEURO0025T,CCLFNEURO0025T_CENTRAL_NERVOUS_SYSTEM,CCLF_KL1066T,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002700,CCLF_NEURO_0047_T,CCLFNEURO0047T,CCLFNEURO0047T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002701,CCLF_NEURO_0024_T,CCLFNEURO0024T,CCLFNEURO0024T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002702,CCLF_NEURO_0033_T,CCLFNEURO0033T,CCLFNEURO0033T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002703,OANC1,OANC1,OANC1_OESOPHAGUS,,,Male,Academic lab,,,,,,,,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,44,,,esophagus,esophagus_adenocarcinoma,,
ACH-002704,TB471,TB471,TB471_OESOPHAGUS,,,Male,Academic lab,,,,,,,,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,66,,,esophagus,esophagus_adenocarcinoma,,
ACH-002705,IS076P,IS076P,IS076P_OESOPHAGUS,,,Male,Academic lab,,,,,,,,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,83,,,esophagus,esophagus_adenocarcinoma,,
ACH-002706,IS076A,IS076A,IS076A_OESOPHAGUS,,,Male,Academic lab,,,,,,,,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,83,,,esophagus,esophagus_adenocarcinoma,,
ACH-002707,IMS-M2,IMSM2,IMSM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,,,,,,,,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",59,,,blood,AML,M2,
ACH-002708,DL-221,DL221,DL221_SOFT_TISSUE,,,Male,Academic lab,,,,,,,,pleura,Metastasis,Liposarcoma,Myxoid liposarcoma,42,,,soft_tissue,liposarcoma,myxoid,
ACH-002709,CMS,CMS,CMS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,0.0,-0.8016956765657212,Suspension,RPMI + 10% FBS + 1% glutamine + penicillin (100 U/mL) + streptomycin (100 _g/mL),45.0,,,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),2,,,blood,AML,,
ACH-002710,MPNST-724,MPNST724,MPNST724_SOFT_TISSUE,MPNST-724,,Unknown,Academic lab,,,,,,,,soft_tissue,Primary,Sarcoma,MPNST,,,,peripheral_nervous_system,MPNST,,
ACH-002711,UM-HACC-2A,UMHACC2A,UMHACC2A_UPPER_AERODIGESTIVE_TRACT,,,Female,Academic lab,,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Adenoid Cystic Carcinoma, cribriform",53,,,upper_aerodigestive,adenoid_cystic_carcinoma,cribriform,
ACH-002712,HaCaT,HACAT,HACAT_SKIN,,,Male,,,,,,,,,skin,,Unknown,Unknown,62,,,unknown,,,
ACH-002713,CCLF_NEURO0054_T,CCLFNEURO0054T,CCLFNEURO0054T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002714,CCLF_NEURO0055_T,CCLFNEURO0055T,CCLFNEURO0055T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002715,CCLF_NEURO_0056_T,CCLFNEURO0056T,CCLFNEURO0056T_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002716,MO-91,MO91,,,,Unknown,Academic lab,,,,,,,,Unknown,Unknown,Leukemia,Acute Myelogenous Leukemia (AML),,,,blood,AML,,
ACH-002717,OSU-Des76,OSUDES76,,,,Female,Academic lab,,,,,,,,abdomen,Primary,Non-Cancerous,Desmoid Tumor,30,,,soft_tissue,desmoid_tumor,,
ACH-002718,OSU-Des91,OSUDES91,,,,Female,Academic lab,,,,,,,,abdomen,Primary,Non-Cancerous,Desmoid Tumor,31,,,soft_tissue,desmoid_tumor,,CTNNB1_S45F_WT
ACH-002719,OSU-Des168,OSUDES168,,,,Female,Academic lab,,,,,,,,Other,Primary,Non-Cancerous,Desmoid Tumor,28,,,soft_tissue,desmoid_tumor,,
ACH-002720,OSU-Des236,OSUDES236,,,,Female,Academic lab,,,,,,,,abdomen,Primary,Non-Cancerous,Desmoid Tumor,59,,,soft_tissue,desmoid_tumor,,
ACH-002721,OSU-Des13,OSUDES13,,,,Female,Academic lab,,,,,,,,soft_tissue,Primary,Non-Cancerous,Desmoid Tumor,61,,,soft_tissue,desmoid_tumor,,
ACH-002722,OSU-Des23,OSUDES23,,,,Female,Academic lab,,,,,,,,Other,Primary,Non-Cancerous,Desmoid Tumor,26,,,soft_tissue,desmoid_tumor,,CTNNB1_S45F_mut
ACH-002723,OSU-Des157,OSUDES157,,,,Female,Academic lab,,,,,,,,Other,Primary,Non-Cancerous,Desmoid Tumor,56,,,soft_tissue,desmoid_tumor,,
ACH-002724,OSU-Des186,OSUDES186,,,,Female,Academic lab,,,,,,,,abdomen,Primary,Non-Cancerous,Desmoid Tumor,15,,,soft_tissue,desmoid_tumor,,
ACH-002725,OSU-Des9,OSUDES9,,,,Male,Academic lab,,,,,,,,abdomen,Primary,Non-Cancerous,Desmoid Tumor,62,,,soft_tissue,desmoid_tumor,,
ACH-002726,OSU-Des93,OSUDES93,,,,Female,Academic lab,,,,,,,,abdomen,Primary,Non-Cancerous,Desmoid Tumor,47,,,soft_tissue,desmoid_tumor,,
ACH-002727,NH15T,NH15T,,,,Unknown,Academic lab,,,,,,,,Unknown,,Breast Cancer,"Carcinoma, lobular",,,,breast,breast_lobular_carcinoma,,
ACH-002728,NH48T,NH48T,,,,Unknown,Academic lab,,,,,,,,Unknown,,Breast Cancer,Breast Ductal Carcinoma,,,,breast,breast_ductal_carcinoma,,
ACH-002729,NH64T,NH64T,,,,Unknown,Academic lab,,,,,,,,Unknown,,Breast Cancer,Breast Ductal Carcinoma,,,,breast,breast_ductal_carcinoma,,
ACH-002730,CCLF_UPGI_0009_T,CCLFUPGI0009T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002731,CCLF_UPGI_0032_T,CCLFUPGI0032T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002732,CCLF_AB1049T_ASC,CCLFAB1049TASC,,,,Unknown,Cancer Cell Line Factory,,,,,,,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002733,CCLF_UPGI_0040_T,CCLFUPGI0040T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,ascites,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002734,CCLF_CRCRF1001T,CCLFCRCRF1001T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,ascites,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002735,CCLF_UPGI_0051_T,CCLFUPGI0051T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,ascites,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002736,CCLF_UPGI_0052_T,CCLFUPGI0052T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_effusion,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002737,CCLF_UPGI_0058_T,CCLFUPGI0058T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,ascites,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002738,PANFR0420,PANFR0420,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002739,PANFR0350,PANFR0350,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002740,PANFR0465,PANFR0465,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002741,PANFR0388,PANFR0388,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002742,PANFR0233,PANFR0233,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002743,PANFR0368,PANFR0368,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002744,PANFR0402,PANFR0402,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002745,PANFR0069,PANFR0069,,,,Unknown,Academic lab,,,,,,,,Unknown,,Pancreatic Cancer,Ductal Adenocarcinoma,,,Pancreas organoid,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002746,CCLF_UPGI_0050_T,CCLFUPGI0050T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,stomach,Primary,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002747,CCLF_UPGI_0064_T,CCLFUPGI0064T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_cavity,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002748,CCLF_UPGI_0065_T,CCLFUPGI0065T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_cavity,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002749,CCLF_NEURO_0075_T,CCLFNEURO0075T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002750,CCLF_LUPA_0003_T,CCLFLUPA0003T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_cavity,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002751,CCLF_UPGI_0066_T,CCLFUPGI0066T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,liver,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002752,CCLF_NEURO_0085_T,CCLFNEURO0085T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002753,CCLF_UPGI_0067_T,CCLFUPGI0067T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_cavity,Metastasis,Esophageal Cancer,Carcinoma,,,,esophagus,esophagus_carcinoma,,
ACH-002754,CCLF_NEURO_0076_T,CCLFNEURO0076T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002755,CCLF_MELM_0014_T,CCLFMELM0014T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-002756,CCLF_NEURO_0077_T,CCLFNEURO0077T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002757,CCLF_UPGI_0068_T,CCLFUPGI0068T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,lymph_node,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002758,CCLF_UPGI_0069_T,CCLFUPGI0069T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_cavity,Metastasis,Esophageal Cancer,Carcinoma,,,,esophagus,esophagus_carcinoma,,
ACH-002759,CCLF_PANC_0072_T,CCLFPANC0072T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,lymph_node,Metastasis,Pancreatic Cancer,Ductal Adenocarcinoma,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002760,CCLF_UPGI_0070_T,CCLFUPGI0070T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleura,Metastasis,Esophageal Cancer,Carcinoma,,,,esophagus,esophagus_carcinoma,,
ACH-002761,CCLF_UPGI_0071_T,CCLFUPGI0071T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,oesophagus,Primary,Esophageal Cancer,Carcinoma,,,,esophagus,esophagus_carcinoma,,
ACH-002762,CCLF_UPGI_0062_T,CCLFUPGI0062T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,stomach,Primary,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002763,CCLF_UPGI_0072_T,CCLFUPGI0072T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,abdomen,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002764,CCLF_NEURO_0078_T,CCLFNEURO0078T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,,
ACH-002765,CCLF_NEURO_0079_T,CCLFNEURO0079T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002766,CCLF_NEURO_0080_T,CCLFNEURO0080T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,,
ACH-002767,CCLF_NEURO_0081_T,CCLFNEURO0081T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,,
ACH-002768,CCLF_RARE_0009_T,CCLFRARE0009T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,abdomen,Metastasis,Sarcoma,Leiomyosarcoma,,,,soft_tissue,leiomyosarcoma,,
ACH-002769,CCLF_NEURO_0084_T,CCLFNEURO0084T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002770,CCLF_MELM_0015_T,CCLFMELM0015T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-002771,CCLF_MELM_0016_T,CCLFMELM0016T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,Unknown,,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-002772,CCLF_MELM_0017_T,CCLFMELM0017T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,skin,,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-002773,CCLF_MELM_0018_T,CCLFMELM0018T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,skin,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-002774,CCLF_NEURO_0082_T,CCLFNEURO0082T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-002775,CCLF_NEURO_0083_T,CCLFNEURO0083T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,central_nervous_system,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-002776,CCLF_UPGI_0060_T,CCLFUPGI0060T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_cavity,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002777,CCLF_UPGI_0061_T,CCLFUPGI0061T,,,,Unknown,Cancer Cell Line Factory,,,,,,,,pleural_cavity,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,
ACH-002778,NCC-OS1-X2-C1,NCCOS1X2C1,,,,Male,Academic lab,,,,,,CVCL_VM08,,Unknown,Unknown,Bone Cancer,Osteosarcoma,11,,Established from PDX,bone,osteosarcoma,,
ACH-002779,NCC-OS2-C1,NCCOS2C1,,,,Unknown,Academic lab,,,,,,,,Unknown,Unknown,Bone Cancer,Osteosarcoma,,,Patient-derived model,bone,osteosarcoma,,
ACH-002780,NCC-ES1-C1,NCCES1C1,,,,Male,Academic lab,,,,,,CVCL_UK81,,Unknown,Primary,Bone Cancer,Ewings Sarcoma,31,,Patient-derived model,bone,Ewing_sarcoma,,
ACH-002781,NCC-dCS1-C1,NCCDCS1C1,,,,Female,Academic lab,,,,,,CVCL_UZ21,,Unknown,Primary,Bone Cancer,"Chondrosarcoma, dedifferentiated",65,,Patient-derived model,bone,chondrosarcoma,dedifferentiated,
ACH-002782,NCC-UPS1-C1,NCCUPS1C1,,,,Male,Academic lab,,,,,,,,soft_tissue,Primary,Sarcoma,"Pleomorphic Sarcoma, undifferentiated",83,,Patient-derived model; Matches NCC-UPS1-X3-C1,soft_tissue,pleomorphic_sarcoma,undifferentiated,
ACH-002783,NCC-UPS1-X3-C1,NCCUPS1X3C1,,,,Male,Academic lab,,,,,,CVCL_VR16,,soft_tissue,Primary,Sarcoma,"Pleomorphic Sarcoma, undifferentiated",83,,Established from PDX; Matches NCC-UPS1-C1,soft_tissue,pleomorphic_sarcoma,undifferentiated,
ACH-002784,NCC-UPS2-C1,NCCUPS2C1,,,,Female,Academic lab,,,,,,CVCL_RP62,,soft_tissue,Primary,Sarcoma,"Pleomorphic Sarcoma, undifferentiated",84,,Patient-derived model,soft_tissue,pleomorphic_sarcoma,undifferentiated,
ACH-002785,NCC-LMS1-C1,NCCLMS1C1,,,,Female,Academic lab,,,,,,CVCL_LK56,,bone,Metastasis,Sarcoma,Leiomyosarcoma,42,,Patient-derived model; Matches NCC-LMS1-X3-C1,soft_tissue,leiomyosarcoma,,
ACH-002786,NCC-LMS1-X3-C1,NCCLMS1X3C1,,,,Female,Academic lab,,,,,,CVCL_VM07,,bone,Metastasis,Sarcoma,Leiomyosarcoma,42,,Established from PDX; Matches NCC-LMS1-C1,soft_tissue,leiomyosarcoma,,
ACH-002787,NCC-pRMS1-C1,NCCPRMS1C1,,,,Male,Academic lab,,,,,,,,soft_tissue,Primary,Sarcoma,"Rhabdomyosarcoma, pleomorphic",73,,Patient-derived model; Matches NCC-pRMS1-X4-C1,soft_tissue,rhabdomyosarcoma,pleomorphic,
ACH-002788,NCC-pRMS1-X4-C1,NCCPRMS1X4C1,,,,Male,Academic lab,,,,,,,,soft_tissue,Primary,Sarcoma,"Rhabdomyosarcoma, pleomorphic",73,,Established from PDX; Matches NCC-pRMS1-C1,soft_tissue,rhabdomyosarcoma,pleomorphic,
ACH-002789,NCC-SS1-C1,NCCSS1C1,,,,Female,Academic lab,,,,,,CVCL_VG70,,Unknown,Primary,Sarcoma,Synovial,72,,Patient-derived model,soft_tissue,synovial_sarcoma,,
ACH-002790,NCC-SS2-C1,NCCSS2C1,,,,Female,Academic lab,,,,,,CVCL_VE84,,Unknown,Primary,Sarcoma,Synovial,43,,Patient-derived model,soft_tissue,synovial_sarcoma,,
ACH-002791,NCC-CCS1B-X2-C1,NCCCCS1BX2C1,,,,Female,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,Clear Cell Sarcoma,43,,Established from PDX; Matches NCC-CCS1B-C1 and NCC-CCS1-X4-C1,soft_tissue,clear_cell_sarcoma,,
ACH-002792,NCC-CCS1B-C1,NCCCCS1BC1,,,,Female,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,Clear Cell Sarcoma,43,,Patient-derived model; Matches NCC-CCS1B-X2-C1 and NCC-CCS1-X4-C1,soft_tissue,clear_cell_sarcoma,,
ACH-002793,NCC-CCS1-X4-C1,NCCCCS1X4C1,,,,Female,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,Clear Cell Sarcoma,43,,Established from PDX; Matches NCC-CCS1B-X2-C1 and NCC-CCS1B-C1,soft_tissue,clear_cell_sarcoma,,
ACH-002794,NCC-MFS1-C1,NCCMFS1C1,,,,Male,Academic lab,,,,,,CVCL_VT41,,Unknown,Primary,Sarcoma,Myxofibrosarcoma,82,,Patient-derived model,soft_tissue,malignant_fibrous_histiocytoma,myxofibrosarcoma,
ACH-002795,NCC-CDS1-X1-C1,NCCCDS1X1C1,,,,Female,Academic lab,,,,,,,,soft_tissue,Primary,Bone Cancer,CIC-DUX4 Fusion Sarcoma,29,,Established from PDX; Matches NCC-CDS1-X3-C1,bone,Ewing_sarcoma,,CIC_DUX4
ACH-002796,NCC-CDS1-X3-C1,NCCCDS1X3C1,,,,Female,Academic lab,,,,,,,,soft_tissue,Primary,Bone Cancer,CIC-DUX4 Fusion Sarcoma,29,,Established from PDX; Matches NCC-CDS1-X1-C1,bone,Ewing_sarcoma,,CIC_DUX4
ACH-002797,NCC-DFSP1-C1,NCCDFSP1C1,,,,Male,Academic lab,,,,,,CVCL_UR53,,Unknown,Unknown,Sarcoma,Dermatofibrosarcoma Protuberans,46,,Patient-derived model,soft_tissue,dermatofibrosarcoma_protuberans,,
ACH-002798,NCC-DFSP2-C1,NCCDFSP2C1,,,,Female,Academic lab,,,,,,CVCL_UR54,,Unknown,Unknown,Sarcoma,Dermatofibrosarcoma Protuberans,18,,Patient-derived model,soft_tissue,dermatofibrosarcoma_protuberans,,
ACH-002799,NCC-MPNST1-C1,NCCMPNST1C1,,,,Unknown,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,MPNST,,,Patient-derived model,peripheral_nervous_system,MPNST,,
ACH-002800,NCC-MPNST2-C1,NCCMPNST2C1,,,,Unknown,Academic lab,2.0,-4.544549459712928,Adherent,"DMEM/F12 + GlutaMAX 10565042 500mL (Thermo Fisher) + 10% FBS (10270-106 500mL, Gibco)",75.0,,,Unknown,Unknown,Sarcoma,MPNST,,,Patient-derived model,peripheral_nervous_system,MPNST,,
